primary_type,subtype,lat,lon,name,amenity,building,access,leisure,fee,parking
leisure,park,52.141378,20.834269,,,,,garden,,
leisure,park,52.1413211,20.8342852,,,,,garden,,
leisure,park,52.1410229,20.8344448,,,,,garden,,
leisure,park,52.1408237,20.8345858,,,,,garden,,
leisure,park,52.1407348,20.8346371,,,,,garden,,
leisure,park,52.140694,20.8346609,,,,,garden,,
leisure,park,52.1406033,20.8348639,,,,,garden,,
leisure,park,52.1405776,20.8352966,,,,,garden,,
leisure,park,52.1404334,20.8347772,,,,,garden,,
leisure,park,52.1424709,20.8361412,,,,,garden,,
leisure,park,52.1422862,20.8359451,,,,,garden,,
leisure,park,52.1423129,20.8359413,,,,,garden,,
leisure,park,52.1424085,20.8359286,,,,,garden,,
leisure,park,52.1422479,20.8358065,,,,,garden,,
leisure,park,52.142804,20.8373486,,,,,garden,,
leisure,park,52.1427272,20.8372549,,,,,garden,,
leisure,park,52.1427103,20.8370863,,,,,garden,,
leisure,park,52.1426849,20.836912,,,,,garden,,
leisure,park,52.1426333,20.8367254,,,,,garden,,
leisure,park,52.142606,20.836625,,,,,garden,,
leisure,park,52.1425205,20.8365023,,,,,garden,,
leisure,park,52.1425314,20.8363706,,,,,garden,,
leisure,park,52.1260639,21.233394,,,,,garden,,
leisure,park,52.1366086,21.2347353,,,,,garden,,
leisure,park,52.2932247,21.0367709,,,,,garden,,
leisure,park,52.1743256,21.0487867,,,,,garden,,
leisure,park,52.2933813,21.0402199,,,,,garden,,
leisure,park,52.294273,21.0393294,,,,,garden,,
leisure,park,52.2941658,21.039308,,,,,garden,,
leisure,park,52.2941115,21.0392973,,,,,garden,,
leisure,park,52.294224,21.0393029,,,,,garden,,
leisure,park,52.2940267,21.0393232,,,,,garden,,
leisure,park,52.2940408,21.0393672,,,,,garden,,
leisure,park,52.2943244,21.0393856,,,,,garden,,
leisure,park,52.2943408,21.0394269,,,,,garden,,
leisure,park,52.2943282,21.0396022,,,,,garden,,
leisure,park,52.2941045,21.039496,,,,,garden,,
leisure,park,52.2400609,21.0326571,,,,,garden,,
leisure,park,52.2401045,21.0327012,,,,,garden,,
leisure,park,52.2400925,21.032802,,,,,garden,,
leisure,park,52.2400045,21.0328313,,,,,garden,,
leisure,park,52.239894,21.0328836,,,,,garden,,
leisure,park,52.2398018,21.0330203,,,,,garden,,
leisure,park,52.239846,21.033195,,,,,garden,,
leisure,park,52.2397794,21.0332812,,,,,garden,,
leisure,park,52.2397444,21.0333265,,,,,garden,,
leisure,park,52.2397319,21.0331621,,,,,garden,,
leisure,park,52.2397175,21.0330223,,,,,garden,,
leisure,park,52.2055104,20.8930556,,,,,garden,,
leisure,park,52.1179836,20.6571201,,,,,garden,,
leisure,park,52.1181945,20.6569563,,,,,garden,,
leisure,park,52.1179297,20.6568017,,,,,garden,,
leisure,park,52.1181801,20.656792,,,,,garden,,
leisure,park,52.1181002,20.6568824,,,,,garden,,
leisure,park,52.1183333,20.6571691,,,,,garden,,
leisure,park,52.1180224,20.6572808,,,,,garden,,
leisure,park,52.1180019,20.6572957,,,,,garden,,
leisure,park,52.1209132,20.673222,,,,,garden,,
leisure,park,52.2935106,21.0377392,,,,,garden,,
leisure,park,52.2935842,21.0377679,,,,,garden,,
leisure,park,52.1369143,20.9361943,,,,,garden,,
leisure,park,52.1365825,20.9697243,,,,,garden,,
leisure,park,52.0967717,21.2656738,,,,,garden,,
leisure,park,52.0969002,21.2656934,,,,,garden,,
leisure,park,52.0966415,21.2656536,,,,,garden,,
leisure,park,52.0964443,21.2668224,,,,,garden,,
leisure,park,52.0968481,21.2661406,,,,,garden,,
leisure,park,52.0967479,21.2664296,,,,,garden,,
leisure,park,52.0966213,21.266408,,,,,garden,,
leisure,park,52.0964951,21.2663864,,,,,garden,,
leisure,park,52.2999594,21.0429239,,,,,garden,,
leisure,park,52.2999225,21.0430555,,,,,garden,,
leisure,park,52.0960397,21.2667044,,,,,garden,,
leisure,park,52.0959488,21.2666578,,,,,garden,,
leisure,park,52.0958253,21.2665944,,,,,garden,,
leisure,park,52.0957018,21.2665299,,,,,garden,,
leisure,park,52.096319,21.2653048,,,,,garden,,
leisure,park,52.0962343,21.2652604,,,,,garden,,
leisure,park,52.0961099,21.2651954,,,,,garden,,
leisure,park,52.0959889,21.2651322,,,,,garden,,
leisure,park,52.0958415,21.2658631,,,,,garden,,
leisure,park,52.0959627,21.2659265,,,,,garden,,
leisure,park,52.0960884,21.2659924,,,,,garden,,
leisure,park,52.0956388,21.266882,,,,,garden,,
leisure,park,52.0957555,21.2670445,,,,,garden,,
leisure,park,52.0959074,21.2673557,,,,,garden,,
leisure,park,52.0958166,21.2673076,,,,,garden,,
leisure,park,52.0956925,21.267242,,,,,garden,,
leisure,park,52.0954722,21.2671254,,,,,garden,,
leisure,park,52.0964927,21.2677656,,,,,garden,,
leisure,park,52.0963524,21.267742,,,,,garden,,
leisure,park,52.0962319,21.267722,,,,,garden,,
leisure,park,52.0954252,21.2680869,,,,,garden,,
leisure,park,52.0961214,21.2693395,,,,,garden,,
leisure,park,52.09627,21.2705434,,,,,garden,,
leisure,park,52.095648,21.2703597,,,,,garden,,
leisure,park,52.0707187,20.8615078,,,,,garden,,
leisure,park,52.1678599,20.9766751,,,,,garden,,
leisure,park,52.1507172,21.0378065,,,,,garden,,
leisure,park,52.1507176,21.0379312,,,,,garden,,
leisure,park,52.1506357,21.0379974,,,,,garden,,
leisure,park,52.1501727,21.0376557,,,,,garden,,
leisure,park,52.1478781,21.0373504,,,,,garden,,
leisure,park,52.1411511,20.8613956,,,,,garden,,
leisure,park,52.141212,20.8611767,,,,,garden,,
leisure,park,52.1416175,20.8669104,,,,,garden,,
leisure,park,52.1415624,20.8669342,,,,,garden,,
leisure,park,52.1411341,20.8662162,,,,,garden,,
leisure,park,52.1412322,20.8663711,,,,,garden,,
leisure,park,52.1413842,20.8663777,,,,,garden,,
leisure,park,52.1413021,20.8661796,,,,,garden,,
leisure,park,52.1412872,20.8656975,,,,,garden,,
leisure,park,52.1413558,20.8658885,,,,,garden,,
leisure,park,52.1413923,20.865984,,,,,garden,,
leisure,park,52.1416469,20.8643522,,,,,garden,,
leisure,park,52.1416559,20.8642934,,,,,garden,,
leisure,park,52.1416928,20.8635397,,,,,garden,,
leisure,park,52.1416194,20.8633057,,,,,garden,,
leisure,park,52.155641,21.0464152,,,,,garden,,
leisure,park,52.2940487,21.0376891,,,,,garden,,
leisure,park,52.2937721,21.0374809,,,,,garden,,
leisure,park,52.2941406,21.0375188,,,,,garden,,
leisure,park,52.2942176,21.0376566,,,,,garden,,
leisure,park,52.2385425,20.9172156,,,,,park,,
leisure,park,52.2944533,21.01374,,,,,garden,,
leisure,park,52.2947199,21.0135515,,,,,garden,,
leisure,park,52.2943552,21.0139286,,,,,garden,,
leisure,park,52.0901588,20.9464797,,,,,garden,,
leisure,park,52.29381,21.0155821,,,,,garden,,
leisure,park,52.2938367,21.0160273,,,,,garden,,
leisure,park,52.2937465,21.016081,,,,,garden,,
leisure,park,52.2937948,21.015857,,,,,garden,,
leisure,park,52.2934438,21.0156129,,,,,garden,,
leisure,park,52.2935372,21.0158699,,,,,garden,,
leisure,park,52.2935348,21.0157303,,,,,garden,,
leisure,park,52.217714,20.8975119,,,,,garden,,
leisure,park,52.2230436,20.9111568,,,,,garden,,
leisure,park,52.2208639,20.906376,,,,,garden,,
leisure,park,52.2209003,20.906303,,,,,garden,,
leisure,park,52.2202537,20.8987765,,,,,garden,,
leisure,park,52.2191829,20.9015265,,,,,garden,,
leisure,park,52.2282907,20.9134651,,,,,garden,,
leisure,park,52.2254889,20.9048025,,,,,garden,,
leisure,park,52.2329159,20.9031623,,,,,dog_park,,
leisure,park,52.2331508,20.9029436,,,,,dog_park,,
leisure,park,52.2329666,20.9027342,,,,,dog_park,,
leisure,park,52.1926422,20.9881235,,,,private,garden,no,
leisure,park,52.1927137,20.9882872,,,,private,garden,no,
leisure,park,52.0762148,21.2485238,Skwer Wandy Bromińskiej,,,,park,,
leisure,park,52.1377626,20.8198303,,,,,garden,,
leisure,park,52.1376912,20.8202359,,,,,garden,,
leisure,park,52.137011,20.820017,,,,,garden,,
leisure,park,52.2932183,21.0368419,,,,,garden,,
leisure,park,52.242968,20.9851277,,,,,garden,,
leisure,park,52.2429413,20.984885,,,,,garden,,
leisure,park,52.2431572,20.9846913,,,,,garden,,
leisure,park,52.2434446,20.9863212,,,,,garden,,
leisure,park,52.243507,20.9865124,,,,,garden,,
leisure,park,52.2435641,20.9864906,,,,,garden,,
leisure,park,52.2435963,20.9863147,,,,,garden,,
leisure,park,52.2436008,20.9865605,,,,,garden,,
leisure,park,52.2436173,20.9865493,,,,,garden,,
leisure,park,52.2439678,20.9862684,,,,,garden,,
leisure,park,52.2402487,21.0175379,,,,,garden,,
leisure,park,52.124109,20.7264881,,,,,garden,,
leisure,park,52.1239291,20.7266933,,,,,garden,,
leisure,park,52.1231535,20.7267397,,,,,garden,,
leisure,park,52.1235101,20.7266613,,,,,garden,,
leisure,park,52.123942,20.7265624,,,,,garden,,
leisure,park,52.1240732,20.7265,,,,,garden,,
leisure,park,52.2401491,20.9197538,,,,,garden,,
leisure,park,52.2413137,20.923061,,,,,garden,,
leisure,park,52.2414121,20.9248299,,,,,garden,,
leisure,park,52.2420675,20.9220277,,,,,garden,,
leisure,park,52.2420568,20.9219019,,,,,garden,,
leisure,park,52.2416533,20.9199028,,,,,garden,,
leisure,park,52.2415772,20.9200632,,,,,garden,,
leisure,park,52.2415907,20.920173,,,,,garden,,
leisure,park,52.2412852,20.9196507,,,,,garden,,
leisure,park,52.2411869,20.9196502,,,,,garden,,
leisure,park,52.2407802,20.9197309,,,,,garden,,
leisure,park,52.2406233,20.9197842,,,,,garden,,
leisure,park,52.2404524,20.919804,,,,,garden,,
leisure,park,52.2409407,20.919724,,,,,garden,,
leisure,park,52.2399388,20.9182648,,,,,garden,,
leisure,park,52.2400623,20.9197179,,,,,garden,,
leisure,park,52.148534,20.8110625,,,,,garden,,
leisure,park,52.1486299,20.8109771,,,,,garden,,
leisure,park,52.2431017,20.9189103,,,,,garden,,
leisure,park,52.2426442,20.9181155,,,,,garden,,
leisure,park,52.2427452,20.9180605,,,,,garden,,
leisure,park,52.2427036,20.9181747,,,,,garden,,
leisure,park,52.2141031,21.2179408,,,,,garden,,
leisure,park,52.2414905,20.924998,,,,,garden,,
leisure,park,52.2415124,20.9251011,,,,,garden,,
leisure,park,52.2413223,20.9250435,,,,,garden,,
leisure,park,52.2416584,20.9249862,,,,,garden,,
leisure,park,52.2415155,20.9251819,,,,,garden,,
leisure,park,52.2420899,20.9250801,,,,,garden,,
leisure,park,52.2422557,20.9250766,,,,,garden,,
leisure,park,52.2422272,20.9248241,,,,,garden,,
leisure,park,52.2423169,20.9248952,,,,,garden,,
leisure,park,52.2425744,20.9250137,,,,,garden,,
leisure,park,52.2426074,20.9250023,,,,,garden,,
leisure,park,52.2415931,20.9248992,,,,,garden,,
leisure,park,52.2414312,20.9247847,,,,,garden,,
leisure,park,52.2433645,20.9240023,,,,,garden,,
leisure,park,52.2439093,20.9242471,,,,,garden,,
leisure,park,52.2440029,20.9239524,,,,,garden,,
leisure,park,52.2435875,20.9244493,,,,,garden,,
leisure,park,52.2435836,20.9238177,,,,,garden,,
leisure,park,52.1916351,20.9831551,,,,,garden,,
leisure,park,52.1917831,20.983115,,,,,garden,,
leisure,park,52.1915312,20.9831452,,,,,garden,,
leisure,park,52.2159374,21.0420512,,,,,garden,,
leisure,park,52.2935701,21.0370262,,,,,garden,,
leisure,park,52.2963884,21.0375727,,,,,garden,,
leisure,park,52.2970062,21.0368903,,,,,garden,,
leisure,park,52.2971844,21.0369692,,,,,garden,,
leisure,park,52.297476,21.0380388,,,,,garden,,
leisure,park,52.1827086,21.3056077,,,,,garden,,
leisure,park,52.2959554,21.0367652,,,,,garden,,
leisure,park,52.2960016,21.0368141,,,,,garden,,
leisure,park,52.247267,21.1077617,,,,,garden,,
leisure,park,52.2955445,21.0370136,,,,,garden,,
leisure,park,52.2953491,21.0369681,,,,,garden,,
leisure,park,52.244024,21.104189,,,,private,garden,,
leisure,park,52.2440925,21.1039704,,,,private,garden,,
leisure,park,52.2441026,21.1039537,,,,private,garden,,
leisure,park,52.2424132,20.9239721,,,,,garden,,
leisure,park,52.2424951,20.9241968,,,,,garden,,
leisure,park,52.2429488,20.923963,,,,,garden,,
leisure,park,52.2424686,20.9233983,,,,,garden,,
leisure,park,52.2428521,20.923626,,,,,garden,,
leisure,park,52.2432824,20.9235041,,,,,garden,,
leisure,park,52.2434719,20.923201,,,,,garden,,
leisure,park,52.2420478,20.9239401,,,,,garden,,
leisure,park,52.1435762,21.2859519,,,,,garden,,
leisure,park,52.2425565,20.9228149,,,,,garden,,
leisure,park,52.2424719,20.922969,,,,,garden,,
leisure,park,52.2425027,20.9230776,,,,,garden,,
leisure,park,52.2424683,20.9230847,,,,,garden,,
leisure,park,52.2627732,20.6761354,,,,,park,,
leisure,park,52.1439883,21.0508867,,,,,garden,,
leisure,park,52.2429697,20.9233,,,,,garden,,
leisure,park,52.2427519,20.9229482,,,,,garden,,
leisure,park,52.2432629,20.9228549,,,,,garden,,
leisure,park,52.1441032,21.0512677,,,,,garden,,
leisure,park,52.1441447,21.0513397,,,,,garden,,
leisure,park,52.1442683,21.0515591,,,,,garden,,
leisure,park,52.2196421,20.9159509,,,,,garden,,
leisure,park,52.219652,20.915925,,,,,garden,,
leisure,park,52.2948817,21.0366802,,,,,garden,,
leisure,park,52.2952255,21.0331351,,,,,garden,,
leisure,park,52.2485805,21.1089743,,,,,garden,,
leisure,park,52.2485761,21.1087135,,,,,garden,,
leisure,park,52.2485145,21.1086582,,,,,garden,,
leisure,park,52.2483911,21.1086562,,,,,garden,,
leisure,park,52.2481122,21.1082898,,,,,garden,,
leisure,park,52.247839,21.108482,,,,,garden,,
leisure,park,52.2477605,21.1081587,,,,,garden,,
leisure,park,52.2475867,21.1082545,,,,,garden,,
leisure,park,52.2474478,21.107922,,,,,garden,,
leisure,park,52.2486661,21.1085798,,,,,garden,,
leisure,park,52.2484772,21.1081179,,,,,garden,,
leisure,park,52.2485217,21.1081588,,,,,garden,,
leisure,park,52.248128,21.1077498,,,,,garden,,
leisure,park,52.2481483,21.1076921,,,,,garden,,
leisure,park,52.2448936,20.9205927,,,,,garden,,
leisure,park,52.2452652,20.9245452,,,,,garden,,
leisure,park,52.2446119,20.924312,,,,,garden,,
leisure,park,52.206849,20.9158351,,,,,garden,,
leisure,park,52.1423028,21.0540568,,,,,garden,,
leisure,park,52.1422587,21.0539048,,,,,garden,,
leisure,park,52.1422144,21.053754,,,,,garden,,
leisure,park,52.1421613,21.0535729,,,,,garden,,
leisure,park,52.1421306,21.0534704,,,,,garden,,
leisure,park,52.1420772,21.0532859,,,,,garden,,
leisure,park,52.1420335,21.0531345,,,,,garden,,
leisure,park,52.2480534,21.1094745,,,,,garden,,
leisure,park,52.2482028,21.1094616,,,,,garden,,
leisure,park,52.2480273,21.1087709,,,,,garden,,
leisure,park,52.24802,21.1088,,,,,garden,,
leisure,park,52.2479802,21.1091535,,,,,garden,,
leisure,park,52.2480336,21.108949,,,,,garden,,
leisure,park,52.2479152,21.1091633,,,,,garden,,
leisure,park,52.2482276,21.109577,,,,,garden,,
leisure,park,52.2483316,21.109572,,,,,garden,,
leisure,park,52.2483711,21.1094152,,,,,garden,,
leisure,park,52.2484257,21.1090417,,,,,garden,,
leisure,park,52.248383,21.1091974,,,,,garden,,
leisure,park,52.2955307,21.0390769,,,,,garden,,
leisure,park,52.2952139,21.0392191,,,,,garden,,
leisure,park,52.202517,20.8653249,,,,,garden,,
leisure,park,52.2218671,20.9245233,,,,,garden,,
leisure,park,52.2222763,20.9267483,,,,,garden,,
leisure,park,52.2220792,20.9255632,,,,,garden,,
leisure,park,52.1422482,21.0525549,,,,,garden,,
leisure,park,52.294888,21.0399345,,,,,garden,,
leisure,park,52.2949344,21.0399527,,,,,garden,,
leisure,park,52.2949843,21.0399722,,,,,garden,,
leisure,park,52.2951743,21.0400465,,,,,garden,,
leisure,park,52.2952155,21.0400626,,,,,garden,,
leisure,park,52.2952597,21.0400799,,,,,garden,,
leisure,park,52.2952979,21.0400948,,,,,garden,,
leisure,park,52.2957866,21.0401363,,,,,garden,,
leisure,park,52.2958129,21.0402646,,,,,garden,,
leisure,park,52.1958429,20.9891154,,,,,garden,,
leisure,park,52.2464174,21.1079353,,,,,garden,,
leisure,park,52.2461595,21.1077619,,,,,garden,,
leisure,park,52.294519,21.0387852,,,,,garden,,
leisure,park,52.2945177,21.0386009,,,,,garden,,
leisure,park,52.2944537,21.0389074,,,,,garden,,
leisure,park,52.2380409,20.9192298,,,,,garden,,
leisure,park,52.2983915,21.0402749,,,,,garden,,
leisure,park,52.2462548,21.2669933,,,,,garden,,
leisure,park,52.2486601,21.1091391,,,,,garden,,
leisure,park,52.2484302,21.1096286,,,,,garden,,
leisure,park,52.2484979,21.1095748,,,,,garden,,
leisure,park,52.2484677,21.1095206,,,,,garden,,
leisure,park,52.2483644,21.1101725,,,,,garden,,
leisure,park,52.2481804,21.1102708,,,,,garden,,
leisure,park,52.2480733,21.1098996,,,,,garden,,
leisure,park,52.2479916,21.1099873,,,,,garden,,
leisure,park,52.2478226,21.1099263,,,,,garden,,
leisure,park,52.2476817,21.1100307,,,,,garden,,
leisure,park,52.247585,21.1097344,,,,,garden,,
leisure,park,52.2474877,21.109762,,,,,garden,,
leisure,park,52.2474618,21.1095382,,,,,garden,,
leisure,park,52.2472054,21.1095578,,,,,garden,,
leisure,park,52.2471239,21.1095497,,,,,garden,,
leisure,park,52.2470076,21.1094931,,,,,garden,,
leisure,park,52.2462665,21.1091378,,,,,garden,,
leisure,park,52.2461423,21.1089579,,,,,,,
leisure,park,52.2459464,21.108783,,,,,garden,,
leisure,park,52.2458835,21.1080915,,,,,garden,,
leisure,park,52.2459616,21.1078478,,,,,garden,,
leisure,park,52.2456466,21.1091838,,,yes,,,,
leisure,park,52.2456541,21.1081461,,,,,garden,,
leisure,park,52.2458001,21.1080465,,,,,garden,,
leisure,park,52.298554,21.0405086,,,,,garden,,
leisure,park,52.2387676,20.9142449,,,,,garden,,
leisure,park,52.1557983,20.7963178,,,,,garden,,
leisure,park,52.2497716,21.2753488,,,,,park,,
leisure,park,52.2497561,21.2753357,,,,,park,,
leisure,park,52.2470441,21.1071158,,,,,garden,,
leisure,park,52.2472714,21.1064821,,,,,garden,,
leisure,park,52.2463897,21.1064078,,,,,garden,,
leisure,park,52.2468908,21.1066865,,,,,garden,,
leisure,park,52.247141,21.1063686,,,,,garden,,
leisure,park,52.246909,21.1066303,,,,,garden,,
leisure,park,52.2466038,21.1059089,,,,,garden,,
leisure,park,52.2462288,21.1059466,,,,,garden,,
leisure,park,52.2465227,21.1066665,,,,,garden,,
leisure,park,52.2467355,21.1060227,,,,,garden,,
leisure,park,52.2463183,21.1061202,,,,,garden,,
leisure,park,52.2471886,21.1068722,,,,,garden,,
leisure,park,52.1706679,20.8133998,,,,,garden,,
leisure,park,52.1707923,20.8130412,,,,,garden,,
leisure,park,52.1710225,20.812479,,,,,garden,,
leisure,park,52.1709983,20.8124516,,,,,garden,,
leisure,park,52.1709268,20.8126533,,,,,garden,,
leisure,park,52.1835265,20.8359066,,,,,garden,,
leisure,park,52.1832994,20.8360173,,,,,garden,,
leisure,park,52.1833196,20.8359047,,,,,garden,,
leisure,park,52.1833402,20.8357925,,,,,garden,,
leisure,park,52.1833608,20.8356805,,,,,garden,,
leisure,park,52.1835527,20.8361049,,,,,garden,,
leisure,park,52.1837281,20.8358492,,,,,garden,,
leisure,park,52.2624663,21.0214233,,,,,garden,,
leisure,park,52.2629761,21.02222,,,,,garden,,
leisure,park,52.2627476,21.0221026,,,,,garden,,
leisure,park,52.217889,21.2230198,,,,,garden,,
leisure,park,52.2181,21.2193692,,,,,garden,,
leisure,park,52.2641861,21.0191324,,,,,garden,,
leisure,park,52.2378605,20.9586512,,,,,garden,,
leisure,park,52.2476892,21.1075692,,,,,garden,,
leisure,park,52.2480558,21.1077127,,,,,garden,,
leisure,park,52.2479726,21.1078145,,,,,garden,,
leisure,park,52.2483285,21.1076391,,,,,garden,,
leisure,park,52.2481867,21.1079722,,,,,garden,,
leisure,park,52.2482933,21.1081457,,,,,garden,,
leisure,park,52.2488559,21.1079117,,,,,garden,,
leisure,park,52.2486416,21.1079982,,,,,garden,,
leisure,park,52.2485685,21.1078125,,,,,garden,,
leisure,park,52.248479,21.1077303,,,,,garden,,
leisure,park,52.2481559,21.1074774,,,,,garden,,
leisure,park,52.2479288,21.1073535,,,,,garden,,
leisure,park,52.2479078,21.1070541,,,,,garden,,
leisure,park,52.2477476,21.1071021,,,,,garden,,
leisure,park,52.2475814,21.1074885,,,,,garden,,
leisure,park,52.2474792,21.1072942,,,,,garden,,
leisure,park,52.2473977,21.1067834,,,,,garden,,
leisure,park,52.2473618,21.106929,,,,,garden,,
leisure,park,52.2473414,21.1070119,,,,,garden,,
leisure,park,52.2473609,21.1070844,,,,,garden,,
leisure,park,52.2474021,21.1071124,,,,,garden,,
leisure,park,52.2474259,21.1072804,,,,,garden,,
leisure,park,52.2474138,21.1074446,,,,,garden,,
leisure,park,52.2047683,20.8787897,,,,,garden,,
leisure,park,52.2045574,20.8790385,,,,,garden,,
leisure,park,52.2051795,20.8780445,,,,,garden,,
leisure,park,52.2050121,20.8780318,,,,,garden,,
leisure,park,52.2359663,20.9183355,,,,,garden,,
leisure,park,52.2360922,20.9182008,,,,,garden,,
leisure,park,52.2361309,20.9182632,,,,,garden,,
leisure,park,52.236066,20.9166102,,,,,garden,,
leisure,park,52.2363632,20.9179105,,,,,garden,,
leisure,park,52.2366934,20.9179098,,,,,garden,,
leisure,park,52.1509405,20.8176802,,,,,garden,,
leisure,park,52.2417453,20.9791005,,,,,garden,,
leisure,park,52.2417804,20.9789638,,,,,garden,,
leisure,park,52.1964793,20.9877038,,,,,garden,,
leisure,park,52.1961707,20.9875464,,,,,garden,,
leisure,park,52.1962827,20.9879173,,,,,garden,,
leisure,park,52.1962324,20.9881834,,,,,garden,,
leisure,park,52.1961914,20.9884002,,,,,garden,,
leisure,park,52.2707223,20.9803779,,,,,garden,,
leisure,park,52.2705283,20.9805854,,,,,garden,,
leisure,park,52.2706511,20.980773,,,,,garden,,
leisure,park,52.2707935,20.9807452,,,,,garden,,
leisure,park,52.2707935,20.9807041,,,,,garden,,
leisure,park,52.2712376,20.9809457,,,,,garden,,
leisure,park,52.2711644,20.980959,,,,,garden,,
leisure,park,52.2709561,20.9807996,,,,,garden,,
leisure,park,52.2675961,20.9769511,,,,,garden,,
leisure,park,52.2681572,20.9766507,,,,,garden,,
leisure,park,52.2679643,20.9770286,,,,,garden,,
leisure,park,52.267952,20.9769031,,,,,garden,,
leisure,park,52.2679132,20.9767871,,,,,garden,,
leisure,park,52.2677484,20.9768999,,,,,garden,,
leisure,park,52.2676253,20.9770922,,,,,garden,,
leisure,park,52.2702295,20.9772365,,,,,garden,,
leisure,park,52.2702361,20.9773905,,,,,garden,,
leisure,park,52.2704083,20.9768823,,,,,garden,,
leisure,park,52.2705033,20.9762797,,,,,garden,,
leisure,park,52.2705109,20.9772193,,,,,garden,,
leisure,park,52.2693942,20.9759263,,,,,garden,,
leisure,park,52.2689606,20.9761037,,,,,garden,,
leisure,park,52.269745,20.9757395,,,,,garden,,
leisure,park,52.2694938,20.9809945,,,,,garden,,
leisure,park,52.2693984,20.9814239,,,,,garden,,
leisure,park,52.2692789,20.9819719,,,,,garden,,
leisure,park,52.2691766,20.9823955,,,,,garden,,
leisure,park,52.2684911,20.9824087,,,,,garden,,
leisure,park,52.2689902,20.9821823,,,,,garden,,
leisure,park,52.2686116,20.982221,,,,,garden,,
leisure,park,52.2670183,20.9776141,,,,,garden,,
leisure,park,52.2689611,20.9800428,,,,,garden,,
leisure,park,52.2686841,20.9798527,,,,,garden,,
leisure,park,52.268241,20.9802124,,,,,garden,,
leisure,park,52.2694886,20.9796443,,,,,garden,,
leisure,park,52.2804563,20.9721845,,,,,garden,,
leisure,park,52.2970611,21.0390901,,,,,garden,,
leisure,park,52.2972634,21.0386356,,,,,garden,,
leisure,park,52.1594351,20.8199357,,,,,garden,,
leisure,park,52.1591452,20.8186242,,,,,garden,,
leisure,park,52.2720758,20.9733637,,,,,park,,
leisure,park,52.2953251,21.0402677,,,,,garden,,
leisure,park,52.2952364,21.0408368,,,,,garden,,
leisure,park,52.2952018,21.040814,,,,,garden,,
leisure,park,52.295342,21.0410235,,,,,garden,,
leisure,park,52.2952805,21.0410207,,,,,garden,,
leisure,park,52.2951406,21.0409861,,,,,garden,,
leisure,park,52.2950937,21.0409845,,,,,garden,,
leisure,park,52.2950429,21.0409827,,,,,garden,,
leisure,park,52.2949974,21.0409811,,,,,garden,,
leisure,park,52.2949067,21.0409779,,,,,garden,,
leisure,park,52.2949524,21.0409795,,,,,garden,,
leisure,park,52.2948146,21.0409747,,,,,garden,,
leisure,park,52.2947729,21.0409733,,,,,garden,,
leisure,park,52.2947169,21.0409713,,,,,garden,,
leisure,park,52.2957927,21.0410441,,,,,garden,,
leisure,park,52.2957094,21.0410403,,,,,garden,,
leisure,park,52.2955653,21.0410337,,,,,garden,,
leisure,park,52.2954223,21.0410272,,,,,garden,,
leisure,park,52.2956561,21.0419193,,,,,garden,,
leisure,park,52.2958974,21.0416733,,,,,garden,,
leisure,park,52.1587671,20.82316,,,,,garden,,
leisure,park,52.1591754,20.823314,,,,,garden,,
leisure,park,52.1592313,20.824863,,,,,garden,,
leisure,park,52.159177,20.8252775,,,,,garden,,
leisure,park,52.1591721,20.8253152,,,,,garden,,
leisure,park,52.1590355,20.8255297,,,,,garden,,
leisure,park,52.1591025,20.8258464,,,,,garden,,
leisure,park,52.1590877,20.8259544,,,,,garden,,
leisure,park,52.1587005,20.8283804,,,,,garden,,
leisure,park,52.158721,20.8287361,,,,,garden,,
leisure,park,52.1587429,20.8285686,,,,,garden,,
leisure,park,52.1586738,20.8290837,,,,,garden,,
leisure,park,52.1582268,20.8288928,,,,,garden,,
leisure,park,52.158459,20.8291547,,,,,garden,,
leisure,park,52.1581558,20.8290487,,,,,garden,,
leisure,park,52.1580095,20.8289976,,,,,garden,,
leisure,park,52.1580312,20.8287686,,,,,garden,,
leisure,park,52.1578618,20.8289461,,,,,garden,,
leisure,park,52.1578452,20.8289401,,,,,garden,,
leisure,park,52.1575993,20.8285946,,,,,garden,,
leisure,park,52.1577163,20.8288946,,,,,garden,,
leisure,park,52.1375792,20.8134154,,,,,garden,,
leisure,park,52.1372531,20.8127904,,,,,garden,,
leisure,park,52.1375722,20.8126893,,,,,garden,,
leisure,park,52.1375476,20.8127759,,,,,garden,,
leisure,park,52.1377521,20.8125098,,,,,garden,,
leisure,park,52.1381147,20.8123771,,,,,garden,,
leisure,park,52.1382319,20.8123135,,,,,garden,,
leisure,park,52.1384619,20.8122186,,,,,garden,,
leisure,park,52.1389119,20.8122905,,,,,garden,,
leisure,park,52.1387308,20.812101,,,,,garden,,
leisure,park,52.1387818,20.8121022,,,,,garden,,
leisure,park,52.1388544,20.8120543,,,,,garden,,
leisure,park,52.1391811,20.8121807,,,,,garden,,
leisure,park,52.1395652,20.8120195,,,,,garden,,
leisure,park,52.1397444,20.8119835,,,,,garden,,
leisure,park,52.1398824,20.8117621,,,,,garden,,
leisure,park,52.139965,20.8116259,,,,,garden,,
leisure,park,52.140228,20.8115095,,,,,garden,,
leisure,park,52.1403014,20.8117423,,,,,garden,,
leisure,park,52.140473,20.8117677,,,,,garden,,
leisure,park,52.1404573,20.8113888,,,,,garden,,
